#curie_map:
#  BRENDA: http://purl.obolibrary.org/obo/BRENDA_
#  KEGG_REACTION: http://purl.obolibrary.org/obo/KEGG_REACTION_
#  RESID: http://purl.obolibrary.org/obo/RESID_
#  Wikipedia: http://purl.obolibrary.org/obo/Wikipedia_
#  RHEA: http://purl.obolibrary.org/obo/RHEA_
#  UniPathway: http://purl.obolibrary.org/obo/UniPathway_
#  MetaCyc: http://purl.obolibrary.org/obo/MetaCyc_
#  UM-BBD_reactionID: http://purl.obolibrary.org/obo/UM-BBD_reactionID_
#  UM-BBD_enzymeID: http://purl.obolibrary.org/obo/UM-BBD_enzymeID_
#  TC: http://purl.obolibrary.org/obo/TC_
#  SABIO-RK: http://purl.obolibrary.org/obo/SABIO-RK_
#  EC: http://purl.obolibrary.org/obo/EC_
#  PMID: http://purl.obolibrary.org/obo/PMID_
#  GO: http://purl.obolibrary.org/obo/GO_
#  Reactome: http://purl.obolibrary.org/obo/Reactome_
subject_id	subject_label	predicate_id	object_id	object_label	match_type	confidence	comment
GO:0018732	sulfolactone hydrolase activity	skos:exactMatch	EC:3.1.1.92		xref	0.5	
GO:0018732	sulfolactone hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0583		xref	0.5	
GO:0018733	3,4-dihydrocoumarin hydrolase activity	skos:exactMatch	EC:3.1.1.35		xref	0.5	
GO:0018733	3,4-dihydrocoumarin hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0419		xref	0.5	
GO:0018734	butyrolactone hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0016		xref	0.5	
GO:0018736	6-oxo-2-hydroxycyclohexane-1-carboxyl-CoA hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0206		xref	0.5	
GO:0018737	2-ketocyclohexane-1-carboxyl-CoA hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0193		xref	0.5	
GO:0018738	S-formylglutathione hydrolase activity	skos:exactMatch	EC:3.1.2.12		xref	0.5	
GO:0018738	S-formylglutathione hydrolase activity	skos:exactMatch	KEGG_REACTION:R00527		xref	0.5	
GO:0018738	S-formylglutathione hydrolase activity	skos:exactMatch	MetaCyc:S-FORMYLGLUTATHIONE-HYDROLASE-RXN		xref	0.5	
GO:0018738	S-formylglutathione hydrolase activity	skos:exactMatch	RHEA:14961		xref	0.5	
GO:0018738	S-formylglutathione hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0241		xref	0.5	
GO:0018739	4-hydroxybenzoyl-CoA thioesterase activity	skos:exactMatch	EC:3.1.2.23		xref	0.5	
GO:0018739	4-hydroxybenzoyl-CoA thioesterase activity	skos:exactMatch	KEGG_REACTION:R01301		xref	0.5	
GO:0018739	4-hydroxybenzoyl-CoA thioesterase activity	skos:exactMatch	MetaCyc:3.1.2.23-RXN		xref	0.5	
GO:0018739	4-hydroxybenzoyl-CoA thioesterase activity	skos:exactMatch	RHEA:11948		xref	0.5	
GO:0018739	4-hydroxybenzoyl-CoA thioesterase activity	skos:exactMatch	UM-BBD_reactionID:r0141		xref	0.5	
GO:0018740	2'-hydroxybiphenyl-2-sulfinate desulfinase activity	skos:exactMatch	EC:3.13.1.3		xref	0.5	
GO:0018740	2'-hydroxybiphenyl-2-sulfinate desulfinase activity	skos:exactMatch	KEGG_REACTION:R07311		xref	0.5	
GO:0018740	2'-hydroxybiphenyl-2-sulfinate desulfinase activity	skos:exactMatch	MetaCyc:RXN-624		xref	0.5	
GO:0018740	2'-hydroxybiphenyl-2-sulfinate desulfinase activity	skos:exactMatch	RHEA:12945		xref	0.5	
GO:0018740	2'-hydroxybiphenyl-2-sulfinate desulfinase activity	skos:exactMatch	UM-BBD_enzymeID:e0216		xref	0.5	
GO:0018741	alkyl sulfatase activity	skos:exactMatch	EC:3.1.6.-		xref	0.5	
GO:0018741	alkyl sulfatase activity	skos:exactMatch	UM-BBD_reactionID:r0602		xref	0.5	
GO:0018743	phenanthrene-9,10-epoxide hydrolase (9R,10R-forming) activity	skos:exactMatch	EC:3.3.2.-		xref	0.5	
GO:0018743	phenanthrene-9,10-epoxide hydrolase (9R,10R-forming) activity	skos:exactMatch	UM-BBD_reactionID:r0560		xref	0.5	
GO:0018744	limonene-1,2-epoxide hydrolase activity	skos:exactMatch	EC:3.3.2.8		xref	0.5	
GO:0018744	limonene-1,2-epoxide hydrolase activity	skos:exactMatch	MetaCyc:3.3.2.8-RXN		xref	0.5	
GO:0018744	limonene-1,2-epoxide hydrolase activity	skos:exactMatch	RHEA:10700		xref	0.5	
GO:0018744	limonene-1,2-epoxide hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0734		xref	0.5	
GO:0018746	phenanthrene-3,4-epoxide hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0535		xref	0.5	
GO:0018747	phenanthrene-1,2-epoxide hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0536		xref	0.5	
GO:0018748	iprodione amidohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0706		xref	0.5	
GO:0018749	(3,5-dichlorophenylurea)acetate amidohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0708		xref	0.5	
GO:0018750	biuret amidohydrolase activity	skos:exactMatch	EC:3.5.1.84		xref	0.5	
GO:0018750	biuret amidohydrolase activity	skos:exactMatch	RHEA:17525		xref	0.5	
GO:0018750	biuret amidohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0846		xref	0.5	
GO:0018751	3,5-dichlorophenylcarboximide hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0707		xref	0.5	
GO:0018752	epsilon-caprolactam lactamase activity	skos:exactMatch	MetaCyc:R561-RXN		xref	0.5	
GO:0018752	epsilon-caprolactam lactamase activity	skos:exactMatch	UM-BBD_reactionID:r0448		xref	0.5	
GO:0018753	cyanuric acid amidohydrolase activity	skos:exactMatch	EC:3.5.2.15		xref	0.5	
GO:0018753	cyanuric acid amidohydrolase activity	skos:exactMatch	MetaCyc:R468-RXN		xref	0.5	
GO:0018753	cyanuric acid amidohydrolase activity	skos:exactMatch	RHEA:14641		xref	0.5	
GO:0018753	cyanuric acid amidohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0116		xref	0.5	
GO:0018754	ammelide aminohydrolase activity	skos:exactMatch	MetaCyc:RXN-8017		xref	0.5	
GO:0018756	ammeline aminohydrolase activity	skos:exactMatch	MetaCyc:RXN-8016		xref	0.5	
GO:0018756	ammeline aminohydrolase activity	skos:exactMatch	RHEA:26201		xref	0.5	
GO:0018757	deisopropylhydroxyatrazine aminohydrolase activity	skos:exactMatch	KEGG_REACTION:R05574		xref	0.5	
GO:0018757	deisopropylhydroxyatrazine aminohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0121		xref	0.5	
GO:0018758	2,4-dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine aminohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0122		xref	0.5	
GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity	skos:exactMatch	EC:3.5.4.27		xref	0.5	
GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity	skos:exactMatch	KEGG_REACTION:R03464		xref	0.5	
GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity	skos:exactMatch	MetaCyc:3.5.4.27-RXN		xref	0.5	
GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity	skos:exactMatch	RHEA:19053		xref	0.5	
GO:0018759	methenyltetrahydromethanopterin cyclohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0347		xref	0.5	
GO:0018760	thiocyanate hydrolase activity	skos:exactMatch	EC:3.5.5.8		xref	0.5	
GO:0018760	thiocyanate hydrolase activity	skos:exactMatch	KEGG_REACTION:R05780		xref	0.5	
GO:0018760	thiocyanate hydrolase activity	skos:exactMatch	MetaCyc:RXN-1761		xref	0.5	
GO:0018760	thiocyanate hydrolase activity	skos:exactMatch	RHEA:21464		xref	0.5	
GO:0018760	thiocyanate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0598		xref	0.5	
GO:0018761	bromoxynil nitrilase activity	skos:exactMatch	EC:3.5.5.6		xref	0.5	
GO:0018761	bromoxynil nitrilase activity	skos:exactMatch	KEGG_REACTION:R04349		xref	0.5	
GO:0018761	bromoxynil nitrilase activity	skos:exactMatch	MetaCyc:3.5.5.6-RXN		xref	0.5	
GO:0018761	bromoxynil nitrilase activity	skos:exactMatch	RHEA:22100		xref	0.5	
GO:0018761	bromoxynil nitrilase activity	skos:exactMatch	UM-BBD_enzymeID:e0357		xref	0.5	
GO:0018762	aliphatic nitrilase activity	skos:exactMatch	EC:3.5.5.7		xref	0.5	
GO:0018762	aliphatic nitrilase activity	skos:exactMatch	MetaCyc:3.5.5.7-RXN		xref	0.5	
GO:0018762	aliphatic nitrilase activity	skos:exactMatch	RHEA:46188		xref	0.5	
GO:0018762	aliphatic nitrilase activity	skos:exactMatch	UM-BBD_reactionID:r0622		xref	0.5	
GO:0018763	hydroxydechloroatrazine ethylaminohydrolase activity	skos:exactMatch	EC:3.5.4.43		xref	0.5	
GO:0018763	hydroxydechloroatrazine ethylaminohydrolase activity	skos:exactMatch	MetaCyc:R122-RXN		xref	0.5	
GO:0018763	hydroxydechloroatrazine ethylaminohydrolase activity	skos:exactMatch	RHEA:23092		xref	0.5	
GO:0018763	hydroxydechloroatrazine ethylaminohydrolase activity	skos:exactMatch	UM-BBD_enzymeID:e0085		xref	0.5	
GO:0018764	N-isopropylammelide isopropylaminohydrolase activity	skos:exactMatch	EC:3.5.4.42		xref	0.5	
GO:0018764	N-isopropylammelide isopropylaminohydrolase activity	skos:exactMatch	MetaCyc:R123-RXN		xref	0.5	
GO:0018764	N-isopropylammelide isopropylaminohydrolase activity	skos:exactMatch	RHEA:23608		xref	0.5	
GO:0018764	N-isopropylammelide isopropylaminohydrolase activity	skos:exactMatch	UM-BBD_enzymeID:e0086		xref	0.5	
GO:0018765	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase activity	skos:exactMatch	MetaCyc:2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN		xref	0.5	
GO:0018765	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase activity	skos:exactMatch	RHEA:59220		xref	0.5	
GO:0018765	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0263		xref	0.5	
GO:0018766	dihydrophloroglucinol hydrolase activity	skos:exactMatch	KEGG_REACTION:R07831		xref	0.5	
GO:0018766	dihydrophloroglucinol hydrolase activity	skos:exactMatch	MetaCyc:R6-RXN		xref	0.5	
GO:0018766	dihydrophloroglucinol hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0008		xref	0.5	
GO:0018767	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0399		xref	0.5	
GO:0018768	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase activity	skos:exactMatch	EC:3.7.1.13		xref	0.5	
GO:0018768	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0458		xref	0.5	
GO:0018769	2-hydroxy-6-oxoocta-2,4-dienoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0311		xref	0.5	
GO:0018770	6-oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7-trienoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0444		xref	0.5	
GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	skos:exactMatch	EC:3.7.1.14		xref	0.5	
GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	skos:exactMatch	MetaCyc:MHPCHYDROL-RXN		xref	0.5	
GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	skos:exactMatch	RHEA:24789		xref	0.5	
GO:0018771	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0438		xref	0.5	
GO:0018772	trioxoheptanoate hydrolase activity	skos:exactMatch	MetaCyc:R306-RXN		xref	0.5	
GO:0018772	trioxoheptanoate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0094		xref	0.5	
GO:0018773	acetylpyruvate hydrolase activity	skos:exactMatch	EC:3.7.1.6		xref	0.5	
GO:0018773	acetylpyruvate hydrolase activity	skos:exactMatch	KEGG_REACTION:R00324		xref	0.5	
GO:0018773	acetylpyruvate hydrolase activity	skos:exactMatch	MetaCyc:ACETYLPYRUVATE-HYDROLASE-RXN		xref	0.5	
GO:0018773	acetylpyruvate hydrolase activity	skos:exactMatch	RHEA:16097		xref	0.5	
GO:0018773	acetylpyruvate hydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0095		xref	0.5	
GO:0018774	2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity	skos:exactMatch	EC:3.7.1.8		xref	0.5	
GO:0018774	2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity	skos:exactMatch	MetaCyc:3.7.1.8-RXN		xref	0.5	
GO:0018774	2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity	skos:exactMatch	RHEA:17161		xref	0.5	
GO:0018774	2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity	skos:exactMatch	UM-BBD_enzymeID:e0033		xref	0.5	
GO:0018775	2-hydroxymuconate-semialdehyde hydrolase activity	skos:exactMatch	EC:3.7.1.9		xref	0.5	
GO:0018775	2-hydroxymuconate-semialdehyde hydrolase activity	skos:exactMatch	MetaCyc:3.7.1.9-RXN		xref	0.5	
GO:0018775	2-hydroxymuconate-semialdehyde hydrolase activity	skos:exactMatch	RHEA:14549		xref	0.5	
GO:0018775	2-hydroxymuconate-semialdehyde hydrolase activity	skos:exactMatch	UM-BBD_enzymeID:e0139		xref	0.5	
GO:0018776	trans-chloroacrylic acid dehalogenase activity	skos:exactMatch	UM-BBD_reactionID:r0689		xref	0.5	
GO:0018778	DL-2 haloacid dehalogenase activity	skos:exactMatch	EC:3.8.1.10		xref	0.5	
GO:0018778	DL-2 haloacid dehalogenase activity	skos:exactMatch	MetaCyc:RXN-9150		xref	0.5	
GO:0018778	DL-2 haloacid dehalogenase activity	skos:exactMatch	UM-BBD_reactionID:r0382		xref	0.5	
GO:0018780	dichloroacetate halidohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0383		xref	0.5	
GO:0018781	S-triazine hydrolase activity	skos:exactMatch	UM-BBD_enzymeID:e0091		xref	0.5	
GO:0018782	cis-chloroacrylic acid dehalogenase activity	skos:exactMatch	UM-BBD_reactionID:r0688		xref	0.5	
GO:0018784	(S)-2-haloacid dehalogenase activity	skos:exactMatch	EC:3.8.1.2		xref	0.5	
GO:0018784	(S)-2-haloacid dehalogenase activity	skos:exactMatch	MetaCyc:2-HALOACID-DEHALOGENASE-RXN		xref	0.5	
GO:0018784	(S)-2-haloacid dehalogenase activity	skos:exactMatch	RHEA:11192		xref	0.5	
GO:0018784	(S)-2-haloacid dehalogenase activity	skos:exactMatch	UM-BBD_reactionID:r0090		xref	0.5	
GO:0018785	haloacetate dehalogenase activity	skos:exactMatch	EC:3.8.1.3		xref	0.5	
GO:0018785	haloacetate dehalogenase activity	skos:exactMatch	MetaCyc:HALOACETATE-DEHALOGENASE-RXN		xref	0.5	
GO:0018785	haloacetate dehalogenase activity	skos:exactMatch	RHEA:11044		xref	0.5	
GO:0018785	haloacetate dehalogenase activity	skos:exactMatch	UM-BBD_enzymeID:e0006		xref	0.5	
GO:0018786	haloalkane dehalogenase activity	skos:exactMatch	EC:3.8.1.5		xref	0.5	
GO:0018786	haloalkane dehalogenase activity	skos:exactMatch	MetaCyc:HALOALKANE-DEHALOGENASE-RXN		xref	0.5	
GO:0018786	haloalkane dehalogenase activity	skos:exactMatch	RHEA:25185		xref	0.5	
GO:0018786	haloalkane dehalogenase activity	skos:exactMatch	UM-BBD_enzymeID:e0003		xref	0.5	
GO:0018787	4-chlorobenzoyl-CoA dehalogenase activity	skos:exactMatch	EC:3.8.1.7		xref	0.5	
GO:0018787	4-chlorobenzoyl-CoA dehalogenase activity	skos:exactMatch	MetaCyc:3.8.1.7-RXN		xref	0.5	
GO:0018787	4-chlorobenzoyl-CoA dehalogenase activity	skos:exactMatch	RHEA:14853		xref	0.5	
GO:0018787	4-chlorobenzoyl-CoA dehalogenase activity	skos:exactMatch	UM-BBD_enzymeID:e0113		xref	0.5	
GO:0018788	atrazine chlorohydrolase activity	skos:exactMatch	EC:3.8.1.8		xref	0.5	
GO:0018788	atrazine chlorohydrolase activity	skos:exactMatch	KEGG_REACTION:R05558		xref	0.5	
GO:0018788	atrazine chlorohydrolase activity	skos:exactMatch	MetaCyc:3.8.1.8-RXN		xref	0.5	
GO:0018788	atrazine chlorohydrolase activity	skos:exactMatch	RHEA:11312		xref	0.5	
GO:0018788	atrazine chlorohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0113		xref	0.5	
GO:0018789	cyclamate sulfohydrolase activity	skos:exactMatch	EC:3.10.1.2		xref	0.5	
GO:0018789	cyclamate sulfohydrolase activity	skos:exactMatch	KEGG_REACTION:R02564		xref	0.5	
GO:0018789	cyclamate sulfohydrolase activity	skos:exactMatch	MetaCyc:CYCLAMATE-SULFOHYDROLASE-RXN		xref	0.5	
GO:0018789	cyclamate sulfohydrolase activity	skos:exactMatch	RHEA:18481		xref	0.5	
GO:0018789	cyclamate sulfohydrolase activity	skos:exactMatch	UM-BBD_reactionID:r0755		xref	0.5	
GO:0018791	2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0398		xref	0.5	
GO:0018792	bis(4-chlorophenyl)acetate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0520		xref	0.5	
GO:0018793	3,5-dibromo-4-hydroxybenzoate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0546		xref	0.5	
GO:0018794	2-hydroxyisobutyrate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0617		xref	0.5	
GO:0018795	2-hydroxy-2-methyl-1,3-dicarbonate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0621		xref	0.5	
GO:0018796	4,5-dihydroxyphthalate decarboxylase activity	skos:exactMatch	EC:4.1.1.55		xref	0.5	
GO:0018796	4,5-dihydroxyphthalate decarboxylase activity	skos:exactMatch	MetaCyc:45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN		xref	0.5	
GO:0018796	4,5-dihydroxyphthalate decarboxylase activity	skos:exactMatch	RHEA:24184		xref	0.5	
GO:0018796	4,5-dihydroxyphthalate decarboxylase activity	skos:exactMatch	UM-BBD_enzymeID:e0106		xref	0.5	
GO:0018798	gallate decarboxylase activity	skos:exactMatch	EC:4.1.1.59		xref	0.5	
GO:0018798	gallate decarboxylase activity	skos:exactMatch	KEGG_REACTION:R03247		xref	0.5	
GO:0018798	gallate decarboxylase activity	skos:exactMatch	MetaCyc:GALLATE-DECARBOXYLASE-RXN		xref	0.5	
GO:0018798	gallate decarboxylase activity	skos:exactMatch	RHEA:12749		xref	0.5	
GO:0018798	gallate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0005		xref	0.5	
GO:0018799	4-hydroxybenzoate decarboxylase activity	skos:exactMatch	EC:4.1.1.61		xref	0.5	
GO:0018799	4-hydroxybenzoate decarboxylase activity	skos:exactMatch	KEGG_REACTION:R01238		xref	0.5	
GO:0018799	4-hydroxybenzoate decarboxylase activity	skos:exactMatch	MetaCyc:4-HYDROXYBENZOATE-DECARBOXYLASE-RXN		xref	0.5	
GO:0018799	4-hydroxybenzoate decarboxylase activity	skos:exactMatch	RHEA:10876		xref	0.5	
GO:0018799	4-hydroxybenzoate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0159		xref	0.5	
GO:0018800	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	skos:exactMatch	EC:4.1.1.68		xref	0.5	
GO:0018800	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	skos:exactMatch	MetaCyc:4.1.1.68-RXN		xref	0.5	
GO:0018800	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	skos:exactMatch	RHEA:14397		xref	0.5	
GO:0018800	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0367		xref	0.5	
GO:0018801	glutaconyl-CoA decarboxylase activity	skos:exactMatch	EC:7.2.4.5		xref	0.5	
GO:0018801	glutaconyl-CoA decarboxylase activity	skos:exactMatch	KEGG_REACTION:R03028		xref	0.5	
GO:0018801	glutaconyl-CoA decarboxylase activity	skos:exactMatch	MetaCyc:GLUTACONYL-COA-DECARBOXYLASE-RXN		xref	0.5	
GO:0018801	glutaconyl-CoA decarboxylase activity	skos:exactMatch	RHEA:23972		xref	0.5	
GO:0018801	glutaconyl-CoA decarboxylase activity	skos:exactMatch	UM-BBD_reactionID:r0199		xref	0.5	
GO:0018802	2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity	skos:exactMatch	UM-BBD_reactionID:r0370		xref	0.5	
GO:0018803	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity	skos:exactMatch	EC:4.1.2.34		xref	0.5	
GO:0018803	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity	skos:exactMatch	MetaCyc:4.1.2.34-RXN		xref	0.5	
GO:0018803	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity	skos:exactMatch	RHEA:16453		xref	0.5	
GO:0018803	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity	skos:exactMatch	UM-BBD_reactionID:r0487		xref	0.5	
GO:0018805	benzylsuccinate synthase activity	skos:exactMatch	EC:4.1.99.11		xref	0.5	
GO:0018805	benzylsuccinate synthase activity	skos:exactMatch	KEGG_REACTION:R05598		xref	0.5	
GO:0018805	benzylsuccinate synthase activity	skos:exactMatch	MetaCyc:RXN-863		xref	0.5	
GO:0018805	benzylsuccinate synthase activity	skos:exactMatch	RHEA:10416		xref	0.5	
GO:0018805	benzylsuccinate synthase activity	skos:exactMatch	UM-BBD_enzymeID:e0259		xref	0.5	
GO:0018807	6-hydroxycyclohex-1-ene-1-carboxyl-CoA hydratase activity	skos:exactMatch	EC:3.7.1.21		xref	0.5	
GO:0018807	6-hydroxycyclohex-1-ene-1-carboxyl-CoA hydratase activity	skos:exactMatch	RHEA:39651		xref	0.5	
GO:0018807	6-hydroxycyclohex-1-ene-1-carboxyl-CoA hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0204		xref	0.5	
GO:0018808	trans-4-(1'-hydroxynaphth-2'-yl)-2-oxobut-3-enoate hydratase-aldolase activity	skos:exactMatch	UM-BBD_reactionID:r0484		xref	0.5	
GO:0018809	E-phenylitaconyl-CoA hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0331		xref	0.5	
GO:0018810	trans-4-[2-(3-hydroxy)-thionaphthenyl]-2-oxo-3-butenoate hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0164		xref	0.5	
GO:0018811	cyclohex-1-ene-1-carboxyl-CoA hydratase activity	skos:exactMatch	MetaCyc:R266-RXN		xref	0.5	
GO:0018811	cyclohex-1-ene-1-carboxyl-CoA hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0191		xref	0.5	
GO:0018813	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity	skos:exactMatch	EC:4.1.2.45		xref	0.5	
GO:0018813	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity	skos:exactMatch	RHEA:27389		xref	0.5	
GO:0018813	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase activity	skos:exactMatch	UM-BBD_enzymeID:e0257		xref	0.5	
GO:0018814	phenylacetaldoxime dehydratase activity	skos:exactMatch	EC:4.99.1.7		xref	0.5	
GO:0018814	phenylacetaldoxime dehydratase activity	skos:exactMatch	KEGG_REACTION:R07638		xref	0.5	
GO:0018814	phenylacetaldoxime dehydratase activity	skos:exactMatch	MetaCyc:4.99.1.7-RXN		xref	0.5	
GO:0018814	phenylacetaldoxime dehydratase activity	skos:exactMatch	RHEA:20069		xref	0.5	
GO:0018814	phenylacetaldoxime dehydratase activity	skos:exactMatch	UM-BBD_reactionID:r0697		xref	0.5	
GO:0018815	3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon hydratase-aldolase activity	skos:exactMatch	MetaCyc:RXN-645		xref	0.5	
GO:0018815	3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon hydratase-aldolase activity	skos:exactMatch	UM-BBD_reactionID:r0051		xref	0.5	
GO:0018816	2-hydroxyisobutyrate dehydratase activity	skos:exactMatch	UM-BBD_reactionID:r0618		xref	0.5	
GO:0018817	2-oxo-hept-3-ene-1,7-dioate hydratase activity	skos:exactMatch	MetaCyc:HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN		xref	0.5	
GO:0018817	2-oxo-hept-3-ene-1,7-dioate hydratase activity	skos:exactMatch	RHEA:42072		xref	0.5	
GO:0018817	2-oxo-hept-3-ene-1,7-dioate hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0369		xref	0.5	
GO:0018818	acetylene hydratase activity	skos:exactMatch	EC:4.2.1.112		xref	0.5	
GO:0018818	acetylene hydratase activity	skos:exactMatch	KEGG_REACTION:R05380		xref	0.5	
GO:0018818	acetylene hydratase activity	skos:exactMatch	MetaCyc:R141-RXN		xref	0.5	
GO:0018818	acetylene hydratase activity	skos:exactMatch	RHEA:17885		xref	0.5	
GO:0018818	acetylene hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0591		xref	0.5	
GO:0018819	lactoyl-CoA dehydratase activity	skos:exactMatch	EC:4.2.1.54		xref	0.5	
GO:0018819	lactoyl-CoA dehydratase activity	skos:exactMatch	MetaCyc:LACTOYL-COA-DEHYDRATASE-RXN		xref	0.5	
GO:0018819	lactoyl-CoA dehydratase activity	skos:exactMatch	MetaCyc:RXN-781		xref	0.5	
GO:0018819	lactoyl-CoA dehydratase activity	skos:exactMatch	RHEA:21056		xref	0.5	
GO:0018819	lactoyl-CoA dehydratase activity	skos:exactMatch	UM-BBD_reactionID:r0086		xref	0.5	
GO:0018820	cyanamide hydratase activity	skos:exactMatch	EC:4.2.1.69		xref	0.5	
GO:0018820	cyanamide hydratase activity	skos:exactMatch	KEGG_REACTION:R00778		xref	0.5	
GO:0018820	cyanamide hydratase activity	skos:exactMatch	MetaCyc:CYANAMIDE-HYDRATASE-RXN		xref	0.5	
GO:0018820	cyanamide hydratase activity	skos:exactMatch	RHEA:23056		xref	0.5	
GO:0018820	cyanamide hydratase activity	skos:exactMatch	UM-BBD_reactionID:r0668		xref	0.5	
GO:0018822	nitrile hydratase activity	skos:exactMatch	EC:4.2.1.84		xref	0.5	
GO:0018822	nitrile hydratase activity	skos:exactMatch	MetaCyc:NITRILE-HYDRATASE-RXN		xref	0.5	
GO:0018822	nitrile hydratase activity	skos:exactMatch	RHEA:12673		xref	0.5	
GO:0018822	nitrile hydratase activity	skos:exactMatch	UM-BBD_enzymeID:e0067		xref	0.5	
GO:0018823	cyclohexa-1,5-dienecarbonyl-CoA hydratase activity	skos:exactMatch	EC:4.2.1.100		xref	0.5	
GO:0018823	cyclohexa-1,5-dienecarbonyl-CoA hydratase activity	skos:exactMatch	KEGG_REACTION:R05597		xref	0.5	
GO:0018823	cyclohexa-1,5-dienecarbonyl-CoA hydratase activity	skos:exactMatch	MetaCyc:4.2.1.100-RXN		xref	0.5	
